# file sha256 bytes redaction archive
B/linux-image-6.12.101-r5dpm2_6.12.101-r5dpm2-1_amd64.deb e4826a084fe1b7714a1cb693dae9b48e2193fcbb82f72f8e08f13dbb54d16473 109757880 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/B/linux-image-6.12.101-r5dpm2_6.12.101-r5dpm2-1_amd64.deb
B/linux-libc-dev_6.12.101-r5dpm2-1_amd64.deb f165082a4bd8bc8377e454a79430dd8f133c7efc0dc7a44949f6a21c5214e05e 1396148 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/B/linux-libc-dev_6.12.101-r5dpm2-1_amd64.deb
B/linux-upstream_6.12.101-r5dpm2-1_amd64.buildinfo 9d8138529ca9c8581402974834ff1280b669ef3ac2e756a421bbfdd98f7985ea 7181 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/B/linux-upstream_6.12.101-r5dpm2-1_amd64.buildinfo
B/linux-upstream_6.12.101-r5dpm2-1_amd64.changes 6ada013e41171bc9c68a0a0a9d0314542e1f8039d09ae8554d8a4ebc82a1104e 2520 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/B/linux-upstream_6.12.101-r5dpm2-1_amd64.changes
B/repackage.log 88aca5f19e8185f5967deb6e567f0b4956e7aaa863cee65107df44cdc5382c36 1931514 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/B/repackage.log
B/unpack/headers/usr/src/linux-headers-6.12.101-r5dpm2/Module.symvers 6e1678f5830e1975f6750b03f9b4d4968120049a45ac1df0eb43d1269bd42970 1896955 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/B/unpack/headers/usr/src/linux-headers-6.12.101-r5dpm2/Module.symvers
B/unpack/image/boot/System.map-6.12.101-r5dpm2 00ca3aae2b79e01db343b58b1c26e7bda7fe0f69888f307c9d1efd6db3be72a3 7367090 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/B/unpack/image/boot/System.map-6.12.101-r5dpm2
B/unpack/image/boot/config-6.12.101-r5dpm2 68c99fde9ec681be7f732a4bf7f628b8e3fc497d19eb9acadc14c4df744704e6 283415 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/B/unpack/image/boot/config-6.12.101-r5dpm2
B/unpack/image/boot/vmlinuz-6.12.101-r5dpm2 4c2d54cbf1535d8deb8232f23a1d374a787db66925c679523b624f22fab0571e 12136960 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/B/unpack/image/boot/vmlinuz-6.12.101-r5dpm2
baseline-normalization.diff 9e0dd7525204271fe346fa1674b6fcd4f4598f38b9f7f08036e9f02f777a460e 204 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/baseline-normalization.diff
baseline-normalized.config fb3198cb2a4b7df97a35fdfcbd642099a445ee709d2393bbdb8d5bc075a67f1f 283388 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/baseline-normalized.config
build-environment.txt b1ff89dec69969c8bbbe58345213e49add337fd3a558b529b72031d69764aa55 1374 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/build-environment.txt
build-interruption.txt 34c8f38d07bf82f9479d8966d66865e5dc456abe17a5af5971e77b32dd02b33b 1142 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/build-interruption.txt
build-result.txt 688d726266b72dd68b3cc69286d24f59ba3e26271d8a5ce27c95ebd9de0875bb 3868 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/build-result.txt
control/00-build.sh 0276ca096c7bbb9ce7e03bb770fc967b7d5d31499fbcd581e09accee82b174f7 13650 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/control/00-build.sh
control/10-verify.sh dc260435bc66d525b8e6ebb03fce04017c26e33bfeaab5aaa52f9f666cb8d681 17210 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/control/10-verify.sh
control/bin/date 7420bf324568636e77c7e208030fb3dc0d00a42eb66e6632e94af332236316d3 140 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/control/bin/date
dpm-watchdog-handler.failure-string.txt 4d84f86f3c6bd9b0709be4fdbff7a5558a4d8f8e0cd259294f4652f6becb8fec 29 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/dpm-watchdog-handler.failure-string.txt
dpm-watchdog-handler.objdump.txt 9adf7b576bc91132e7d7225263d84e10adbcd70708edcf3d9659a60c5898ace6 1777 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/dpm-watchdog-handler.objdump.txt
dpm-watchdog-handler.symbol.txt bc774546dc0963c31501b9cb9799b2ff2ee711bec29097a2a0a8541a968a0feb 40 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/dpm-watchdog-handler.symbol.txt
dpm-watchdog-handler.timeout-string.txt 8bb82374c698294e5ce5564f2d7035c91bfdeb464576dece4f7762f55d6e00e5 33 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/dpm-watchdog-handler.timeout-string.txt
input/linux-source-6.12_6.12.101-1_all.deb 9a5ea91bb8dc78a2a43f190de3c60f44cad91d6164556d0a3676aa1024342303 152741168 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/input/linux-source-6.12_6.12.101-1_all.deb
main.c.reconstructed-baseline cff97ce795d5f2fd27e2fe9e19c2c04bbf695932aaf382587c46559c5bf12464 50893 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/main.c.reconstructed-baseline
main.o.decodedline.txt 46c0e024bc84b3666b06532e7c4aa1e71233240d1c6515e7d6f61c0f70d824f7 663750 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/main.o.decodedline.txt
main.o.objdump-drS.txt b6060bf60fef3d3a9ab612b250ed0a473834392d02c72e3fffa6ed16054bede8 343562 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/main.o.objdump-drS.txt
packages-sha256.tsv f3aeb54b3dd6d9b38e7bb2917585f7c3fa0456b32450a61d164a1528575219e0 794 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/packages-sha256.tsv
patch-apply.log 0308a2170c234ffd90863ea5f9908b8aea6931f196494be6dc6d3303b9f6c756 40 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/patch-apply.log
patch-dry-run.log 4f1a61c6fadc29fdeff58436df6ed51b11d194ab20b60ebe9cf6ebcf88c3e991 40 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/patch-dry-run.log
patch-reverse-proof.log b92436f2738492bb1ee377e40b28f5c6313f9b8284b0c91d2bcc01f18e88f395 317 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/patch-reverse-proof.log
patch.sha256 2074b20de2a0adf6fabb57a52cd5b5327646c5c038c65b1d394322c7e6a291f8 132 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/patch.sha256
patches/0001-dpm-watchdog-arm-device-prepare-complete-noirq.patch b7d7959737a9042bb2b4ad34c10a01bb7f6db724e062137c8df806f14635e8ca 1885 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/patches/0001-dpm-watchdog-arm-device-prepare-complete-noirq.patch
source-tree-after.manifest cd454837c23dd4dcec9fc5c4cae95c3644b502c650510bddb86fa3c1fa809337 9868244 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/source-tree-after.manifest
source-tree-after.sha256 4af9fc5f65e8855282d0627f5f90250eb7c50603067205ff169f4d5763e7f1c0 93 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/source-tree-after.sha256
source-tree-before.manifest 006c5bbc3a02cd9d1b1fcee0cf26050a73a1cf6c125b0c4c9917a2d96d45f74d 9868244 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/source-tree-before.manifest
source-tree-before.sha256 10f196021283a196cc68cce2a9f357f85de1631e14b85133ee9d1b719868fcff 94 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/source-tree-before.sha256
source-tree-change.txt 290dba655cb3c8291124932c88aceeea2c674aa82c3ddeafc315b0acec1a187b 26 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/source-tree-change.txt
source-tree-postbuild.manifest cd454837c23dd4dcec9fc5c4cae95c3644b502c650510bddb86fa3c1fa809337 9868244 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/source-tree-postbuild.manifest
source-tree-postbuild.sha256 5a7926e7f515e1364bacaa7780768301e20e6f8c5416b51487ee06e6542862ad 97 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/source-tree-postbuild.sha256
source/linux-source-6.12/certs/r5-signing-key.pem 221482be8c19cef56517dcbe5819f17e9b6493019a7f0df281052d299801e0b7 5094 redacted-private-key-metadata-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/source/linux-source-6.12/certs/r5-signing-key.pem
source/linux-source-6.12/drivers/base/power/main.c 9ecc57af87bb6b2e8b0faca1e897e923108746813d449157a66c95b5754c1281 51166 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/source/linux-source-6.12/drivers/base/power/main.c
verification-attempts.txt afa7e4ca6e178c13c7dc462d4e4ec6db2538dac61133003d8a88758fdf3394b5 583 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/verification-attempts.txt
watchdog-sites-compiled.tsv 67d97b6ca24e9b38a230edc056e63d2e89b4a8b3c8696e1583e864d0e0849b7b 867 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/watchdog-sites-compiled.tsv
watchdog-sites-source.tsv 0363d93fe9bd2a11b3192a7925c62677889d1ba51aea8a2503243e768d91e6fa 240 not-redacted-raw-archive-only .runtime-archive/runtime-5.0.0-i6/r5-dpm-prepare-watchdog-kernel/watchdog-sites-source.tsv
